# 시트 sheet-480.png 판독.
# 532(狼) 까지가 음독 오십음순의 끝(ら행)이고 533 부터 다른 그룹이다.
# 533, 545, 602 는 확신이 낮아 비워 둔다.
480	負
481	武
482	部
483	風
484	復
485	物
486	分
487	兵
488	平
489	変
490	返
491	歩
492	放
493	方
494	法
495	砲
496	防
497	本
498	魔
499	味
500	岬
501	脈
502	眠
503	夢
504	無
505	名
506	命
507	明
508	滅
509	面
510	黙
511	目
512	野
513	薬
514	与
515	用
516	要
517	来
518	雷
519	落
520	乱
521	嵐
522	理
523	率
524	流
525	了
526	料
527	領
528	力
529	冷
530	霊
531	連
532	狼
534	差
535	込
536	決
537	×
538	東
539	前
540	禁
541	道
542	具
543	系
544	設
546	肩
547	身
548	知
549	欠
550	殴
551	牙
552	苦
553	進
554	魂
555	作
556	帰
557	思
558	兄
559	弟
560	仁
561	義
562	刊
563	処
564	助
565	怪
566	勝
567	種
568	程
569	度
570	際
571	影
572	界
573	画
574	表
575	響
576	項
577	客
578	得
579	世
580	獲
581	基
582	有
583	割
584	意
585	情
586	存
587	加
588	可
589	他
590	多
591	示
592	欲
593	話
594	経
595	偽
596	『
597	』
598	神
599	暴
600	支
601	型
603	医
604	育
605	宇
606	塩
607	応
