# 시트 sheet-736.png 판독 (736..863).
# 순서 검산이 안 되는 구간이라 애매한 글자는 부수를 이미 확정된 글리프와
# 픽셀 단위로 대조해 확인했다.
# 741 彦: 오른쪽 세 획이 기존 571(影)의 彡 배치(오른쪽 위 점 → 왼쪽 아래 짧은 획)와 같다.
# 815 議: 왼쪽 3열이 기존 458(認)/328(試)의 좁은 言 과 완전히 일치한다(겹침 1.00).
# 801 記 은 616 과 비트맵이 완전히 같다. 같은 글자여야 한다.
# 760 未 / 862 末 은 위 가로획이 아래보다 짧은지로 갈랐다. 두 글리프는 서로 다르다.
# 828 索: 세로획 위에 가로획이 하나뿐이라 素(가로획 둘)가 아니다.
# 749 는 처음에 償 으로 읽었으나 後 다. 실제 대사가 잡아냈다 —
#   「あとはよろしく頼むよ」가 「償はよろしく」로 나왔다. 왼쪽 3열이 578(得)의
#   彳 과 12줄 전부 일치하고(555 作 의 亻 은 1..4줄에서 갈린다), 아래는 577(各)
#   과 같은 夂 다. 가로획 3..8열 뒤로 획이 가운데에서 네 귀퉁이로 벌어진다.
# 816 은 처음에 間 으로 읽었으나 聞 이다. 안쪽 성분의 위·아래 가로획이 세로획
#   밖으로 뻗어 나가면 耳, 상자 안에 갇히면 日 이다. 間 은 263 에 이미 있다.
736	南
737	札
738	英
739	雄
740	万
741	彦
742	骨
743	筆
744	習
745	創
746	雑
747	誌
748	題
749	後
750	改
751	犯
752	破
753	壊
754	導
755	草
756	菜
757	球
758	更
759	偉
760	未
761	隠
762	円
763	輪
764	触
765	賢
766	者
767	虎
768	溶
769	解
770	活
771	角
772	楽
773	腕
774	赤
775	守
776	鈴
777	救
778	師
779	星
780	忘
781	信
782	件
783	結
784	晶
785	謎
786	休
787	燃
788	古
789	鳥
790	銃
791	原
792	丘
793	陵
794	番
795	諸
796	雪
797	天
798	封
799	鎖
800	初
801	記
802	憶
803	位
804	期
805	移
806	足
807	在
808	報
809	優
810	写
811	真
812	順
813	象
814	帯
815	議
816	聞
817	視
818	走
819	魚
820	式
821	俺
822	騎
823	鬼
824	開
825	外
826	威
827	君
828	索
829	比
830	労
831	難
832	遠
833	愛
834	皆
835	紹
836	介
837	犬
838	満
839	枚
840	字
841	辺
842	引
843	小
844	別
845	除
846	限
847	両
848	功
849	良
850	継
851	伝
852	過
853	側
854	重
855	複
856	係
857	打
858	語
859	圏
860	条
861	互
862	末
863	倉
