# 시트 sheet-352.png 판독. 음독 오십음순 연속.
# 423 = 長 은 앞서 [86]ド学園[423] 로부터 예측한 값과 일치한다.
352	女
353	召
354	将
355	少
356	消
357	称
358	笑
359	上
360	場
361	常
362	状
363	食
364	審
365	心
366	振
367	新
368	針
369	震
370	人
371	刃
372	水
373	睡
374	制
375	性
376	成
377	整
378	生
379	精
380	聖
381	製
382	青
383	石
384	切
385	折
386	説
387	先
388	千
389	宣
390	戦
391	選
392	全
393	蘇
394	早
395	相
396	装
397	増
398	即
399	息
400	速
401	属
402	続
403	体
404	対
405	態
406	袋
407	隊
408	代
409	大
410	択
411	誰
412	弾
413	断
414	男
415	値
416	地
417	着
418	中
419	仲
420	虫
421	調
422	超
423	長
424	沈
425	追
426	通
427	低
428	定
429	敵
430	的
431	徹
432	撤
433	鉄
434	店
435	転
436	点
437	電
438	吐
439	怒
440	倒
441	刀
442	塔
443	盗
444	当
445	等
446	統
447	逃
448	頭
449	闘
450	動
451	同
452	特
453	毒
454	突
455	内
456	二
457	入
458	認
459	能
460	波
461	敗
462	倍
463	買
464	売
465	爆
466	発
467	判
468	半
469	反
470	班
471	費
472	避
473	非
474	飛
475	備
476	尾
477	必
478	不
479	浮
